permno,adate,qdate,public_date,bm,pe_exi,ps,pcf,roa,roe,ptb,divyield,TICKER
45751,12/31/2020,6/30/2021,8/31/2021,0.142,32.346,4.309,22.409,0.152,0.278,7.879,1.36%,MMC
45751,12/31/2020,6/30/2021,9/30/2021,0.142,31.158,4.151,21.586,0.152,0.278,7.59,1.41%,MMC
45751,12/31/2020,6/30/2021,10/31/2021,0.142,34.321,4.556,23.696,0.152,0.278,8.332,1.28%,MMC
45751,12/31/2020,9/30/2021,11/30/2021,0.127,31.006,4.336,23.955,0.155,0.287,8.508,1.30%,MMC
45751,12/31/2020,9/30/2021,12/31/2021,0.127,32.858,4.595,25.386,0.155,0.287,9.016,1.23%,MMC
45751,12/31/2020,9/30/2021,1/31/2022,0.127,29.043,4.062,22.439,0.155,0.287,7.969,1.39%,MMC
45751,12/31/2021,12/31/2021,2/28/2022,0.134,25.352,3.942,22.223,0.151,0.294,6.652,1.38%,MMC
45751,12/31/2021,12/31/2021,3/31/2022,0.134,27.801,4.323,24.369,0.151,0.294,7.295,1.26%,MMC
45751,12/31/2021,12/31/2021,4/30/2022,0.134,26.378,4.095,23.083,0.151,0.294,6.91,1.32%,MMC
45751,12/31/2021,3/31/2022,5/31/2022,0.128,25.309,3.947,24.917,0.158,0.315,7.34,1.34%,MMC
45751,12/31/2021,3/31/2022,6/30/2022,0.128,24.565,3.831,24.184,0.158,0.315,7.125,1.38%,MMC
45751,12/31/2021,3/31/2022,7/31/2022,0.128,25.943,4.023,25.394,0.158,0.315,7.481,1.44%,MMC
45751,12/31/2021,6/30/2022,8/31/2022,0.138,24.339,3.89,24.067,0.16,0.318,7.531,1.46%,MMC
45751,12/31/2021,6/30/2022,9/30/2022,0.138,22.517,3.599,22.265,0.16,0.318,6.967,1.58%,MMC
45751,12/31/2021,6/30/2022,10/31/2022,0.138,24.357,3.87,23.939,0.16,0.318,7.491,1.46%,MMC
45751,12/31/2021,9/30/2022,11/30/2022,0.129,25.925,4.113,25.227,0.162,0.314,8.981,1.36%,MMC
45751,12/31/2021,9/30/2022,12/31/2022,0.129,24.772,3.93,24.106,0.162,0.314,8.581,1.43%,MMC
45751,12/31/2021,9/30/2022,1/31/2023,0.129,26.184,4.154,25.479,0.162,0.314,9.07,1.35%,MMC
45751,12/31/2022,12/31/2022,2/28/2023,0.135,26.844,3.86,23.143,0.165,0.268,7.262,1.46%,MMC
45751,12/31/2022,12/31/2022,3/31/2023,0.135,27.575,3.965,23.772,0.165,0.268,7.46,1.42%,MMC
45751,12/31/2022,12/31/2022,4/30/2023,0.135,29.833,4.292,25.727,0.165,0.268,8.073,1.31%,MMC
45751,12/31/2022,3/31/2023,5/31/2023,0.133,27.102,4.061,25.59,0.174,0.304,7.822,1.36%,MMC
45751,12/31/2022,3/31/2023,6/30/2023,0.133,29.433,4.411,27.792,0.174,0.304,8.495,1.25%,MMC
45751,12/31/2022,3/31/2023,7/31/2023,0.133,29.487,4.412,27.799,0.174,0.304,8.497,1.51%,MMC
45751,12/31/2022,6/30/2023,8/31/2023,0.129,29.724,4.461,27.131,0.177,0.311,8.053,1.46%,MMC
45751,12/31/2022,6/30/2023,9/30/2023,0.129,29.009,4.353,26.479,0.177,0.311,7.859,1.49%,MMC
45751,12/31/2022,6/30/2023,10/31/2023,0.129,28.91,4.331,26.341,0.177,0.311,7.818,1.50%,MMC
45751,12/31/2022,9/30/2023,11/30/2023,0.122,28.735,4.428,24.724,0.167,0.319,8.621,1.42%,MMC
45751,12/31/2022,9/30/2023,12/31/2023,0.122,27.301,4.207,23.491,0.167,0.319,8.191,1.50%,MMC
45911,9/30/2009,9/30/2009,1/31/2010,0.483,23.073,2.779,10.613,0.107,0.091,2.018,,SWKS
45911,9/30/2009,12/31/2009,2/28/2010,0.462,26.328,3.205,14.258,0.127,0.098,2.34,,SWKS
45911,9/30/2009,12/31/2009,3/31/2010,0.462,26.897,3.288,14.631,0.127,0.098,2.401,,SWKS
45911,9/30/2009,12/31/2009,4/30/2010,0.462,29.017,3.553,15.808,0.127,0.098,2.594,,SWKS
45911,9/30/2009,3/31/2010,5/31/2010,0.429,20.961,3.12,12.432,0.142,0.125,2.381,,SWKS
45911,9/30/2009,3/31/2010,6/30/2010,0.429,22.092,3.289,13.104,0.142,0.125,2.509,,SWKS
45911,9/30/2009,3/31/2010,7/31/2010,0.429,23.066,3.47,13.824,0.142,0.125,2.647,,SWKS
45911,9/30/2009,6/30/2010,8/31/2010,0.409,21.47,3.226,14.507,0.161,0.134,2.608,,SWKS
45911,9/30/2009,6/30/2010,9/30/2010,0.409,24.904,3.742,16.827,0.161,0.134,3.025,,SWKS
45911,9/30/2009,6/30/2010,10/31/2010,0.409,27.614,4.187,18.828,0.161,0.134,3.385,,SWKS
45911,9/30/2010,9/30/2010,11/30/2010,0.353,33.933,4.352,20.921,0.172,0.113,3.543,,SWKS
45911,9/30/2010,9/30/2010,12/31/2010,0.353,38.173,4.941,23.751,0.172,0.113,4.022,,SWKS
45911,9/30/2010,9/30/2010,1/31/2011,0.353,42.36,5.496,26.423,0.172,0.113,4.475,,SWKS
45911,9/30/2010,12/31/2010,2/28/2011,0.267,39.495,5.736,28.387,0.199,0.14,4.722,,SWKS
45911,9/30/2010,12/31/2010,3/31/2011,0.267,35.604,5.202,25.741,0.199,0.14,4.282,,SWKS
45911,9/30/2010,12/31/2010,4/30/2011,0.267,34.571,5.042,24.949,0.199,0.14,4.15,,SWKS
45911,9/30/2010,3/31/2011,5/31/2011,0.245,24.971,3.796,17.772,0.214,0.15,3.212,,SWKS
45911,9/30/2010,3/31/2011,6/30/2011,0.245,22.529,3.425,16.035,0.214,0.15,2.898,,SWKS
45911,9/30/2010,3/31/2011,7/31/2011,0.245,24.814,3.774,17.669,0.214,0.15,3.193,,SWKS
45911,9/30/2010,6/30/2011,8/31/2011,0.358,18.755,2.89,12.149,0.225,0.154,2.508,,SWKS
45911,9/30/2010,6/30/2011,9/30/2011,0.358,16.327,2.537,10.669,0.225,0.154,2.202,,SWKS
45911,9/30/2010,6/30/2011,10/31/2011,0.358,18.009,2.799,11.767,0.225,0.154,2.429,,SWKS
45911,9/30/2011,9/30/2011,11/30/2011,0.481,13.706,2.16,8.377,0.223,0.155,1.904,,SWKS
45911,9/30/2011,9/30/2011,12/31/2011,0.481,13.63,2.148,8.332,0.223,0.155,1.894,,SWKS
45911,9/30/2011,9/30/2011,1/31/2012,0.481,18.134,2.866,11.115,0.223,0.155,2.527,,SWKS
45911,9/30/2011,12/31/2011,2/29/2012,0.546,23.051,3.439,13.435,0.228,0.148,3.054,,SWKS
45911,9/30/2011,12/31/2011,3/31/2012,0.546,23.632,3.547,13.855,0.228,0.148,3.15,,SWKS
45911,9/30/2011,12/31/2011,4/30/2012,0.546,23.197,3.484,13.609,0.228,0.148,3.094,,SWKS
45911,9/30/2011,3/31/2012,5/31/2012,0.328,24.642,3.358,12.641,0.218,0.132,2.961,,SWKS
45911,9/30/2011,3/31/2012,6/30/2012,0.328,25.064,3.429,12.908,0.218,0.132,3.024,,SWKS
45911,9/30/2011,3/31/2012,7/31/2012,0.328,26.541,3.64,13.701,0.218,0.132,3.209,,SWKS
45911,9/30/2011,6/30/2012,8/31/2012,0.346,28.204,3.751,16.252,0.204,0.125,3.226,,SWKS
45911,9/30/2011,6/30/2012,9/30/2012,0.346,21.815,2.954,12.8,0.204,0.125,2.541,,SWKS
45911,9/30/2011,6/30/2012,10/31/2012,0.346,21.657,2.933,12.707,0.204,0.125,2.523,,SWKS
45911,9/30/2012,9/30/2012,11/30/2012,0.421,21.571,2.806,15.43,0.189,0.115,2.31,,SWKS
45911,9/30/2012,9/30/2012,12/31/2012,0.421,19.333,2.484,13.659,0.189,0.115,2.045,,SWKS
45911,9/30/2012,9/30/2012,1/31/2013,0.421,22.8,2.93,16.113,0.189,0.115,2.412,,SWKS
45911,9/30/2012,12/31/2012,2/28/2013,0.499,19.364,2.511,11.497,0.192,0.119,2.104,,SWKS
45911,9/30/2012,12/31/2012,3/31/2013,0.499,20.023,2.585,11.833,0.192,0.119,2.165,,SWKS
45911,9/30/2012,12/31/2012,4/30/2013,0.499,20.064,2.591,11.863,0.192,0.119,2.171,,SWKS
45911,9/30/2012,3/31/2013,5/31/2013,0.475,19.242,2.701,12.364,0.194,0.13,2.281,,SWKS
45911,9/30/2012,3/31/2013,6/30/2013,0.475,17.653,2.433,11.136,0.194,0.13,2.054,,SWKS
45911,9/30/2012,3/31/2013,7/31/2013,0.475,19.383,2.671,12.23,0.194,0.13,2.256,,SWKS
45911,9/30/2012,6/30/2013,8/31/2013,0.487,19.068,2.742,12.128,0.199,0.134,2.38,,SWKS
45911,9/30/2012,6/30/2013,9/30/2013,0.487,18.677,2.703,11.955,0.199,0.134,2.346,,SWKS
45911,9/30/2012,6/30/2013,10/31/2013,0.487,19.398,2.808,12.417,0.199,0.134,2.437,,SWKS
45911,9/30/2013,9/30/2013,11/30/2013,0.45,18.338,2.796,10.026,0.204,0.139,2.384,,SWKS
45911,9/30/2013,9/30/2013,12/31/2013,0.45,19.697,3.007,10.785,0.204,0.139,2.565,,SWKS
45911,9/30/2013,9/30/2013,1/31/2014,0.45,20.862,3.189,11.437,0.204,0.139,2.72,,SWKS
45911,9/30/2013,12/31/2013,2/28/2014,0.41,22.302,3.634,13.115,0.217,0.152,3.028,,SWKS
45911,9/30/2013,12/31/2013,3/31/2014,0.41,23.597,3.855,13.912,0.217,0.152,3.212,,SWKS
45911,9/30/2013,12/31/2013,4/30/2014,0.41,25.818,4.222,15.236,0.217,0.152,3.518,,SWKS
45911,9/30/2013,3/31/2014,5/31/2014,0.322,25.934,4.323,13.805,0.224,0.155,3.583,1.02%,SWKS
45911,9/30/2013,3/31/2014,6/30/2014,0.322,28.12,4.673,14.922,0.224,0.155,3.873,0.94%,SWKS
45911,9/30/2013,3/31/2014,7/31/2014,0.322,30.395,5.065,16.174,0.224,0.155,4.198,0.87%,SWKS
45911,9/30/2013,6/30/2014,8/31/2014,0.269,29.665,5.238,14.72,0.245,0.171,4.495,0.78%,SWKS
45911,9/30/2013,6/30/2014,9/30/2014,0.269,30.393,5.366,15.082,0.245,0.171,4.605,0.76%,SWKS
45911,9/30/2013,6/30/2014,10/31/2014,0.269,30.492,5.375,15.105,0.245,0.171,4.612,0.76%,SWKS
45911,9/30/2014,9/30/2014,11/30/2014,0.231,28.349,5.614,16.654,0.262,0.198,5.08,0.77%,SWKS
45911,9/30/2014,9/30/2014,12/31/2014,0.231,30.55,6.05,17.947,0.262,0.198,5.474,0.72%,SWKS
45911,9/30/2014,9/30/2014,1/31/2015,0.231,34.895,6.916,20.517,0.262,0.198,6.258,0.63%,SWKS
45911,9/30/2014,12/31/2014,2/28/2015,0.195,30.363,6.461,16.798,0.317,0.237,6.179,0.59%,SWKS
45911,9/30/2014,12/31/2014,3/31/2015,0.195,34.01,7.245,18.837,0.317,0.237,6.928,0.53%,SWKS
45911,9/30/2014,12/31/2014,4/30/2015,0.195,31.92,6.798,17.676,0.317,0.237,6.502,0.56%,SWKS
45911,9/30/2014,3/31/2015,5/31/2015,0.153,32.743,7.274,22.289,0.344,0.261,7.298,0.48%,SWKS
45911,9/30/2014,3/31/2015,6/30/2015,0.153,31.168,6.924,21.217,0.344,0.261,6.947,0.50%,SWKS
45911,9/30/2014,3/31/2015,7/31/2015,0.153,28.644,6.352,19.462,0.344,0.261,6.373,0.54%,SWKS
45911,9/30/2014,6/30/2015,8/31/2015,0.153,22.866,5.382,17.346,0.365,0.284,5.477,1.19%,SWKS
45911,9/30/2014,6/30/2015,9/30/2015,0.153,22.045,5.188,16.723,0.365,0.284,5.28,1.24%,SWKS
45911,9/30/2014,6/30/2015,10/31/2015,0.153,20.22,4.748,15.303,0.365,0.284,4.832,1.35%,SWKS
45911,9/30/2015,9/30/2015,11/30/2015,0.197,20.249,4.87,15.984,0.365,0.281,5.023,1.25%,SWKS
45911,9/30/2015,9/30/2015,12/31/2015,0.197,18.739,4.518,14.827,0.365,0.281,4.66,1.35%,SWKS
45911,9/30/2015,9/30/2015,1/31/2016,0.197,16.81,4.054,13.306,0.365,0.281,4.181,1.51%,SWKS
45911,9/30/2015,12/31/2015,2/29/2016,0.237,13.534,3.768,13.338,0.385,0.326,3.657,1.57%,SWKS
45911,9/30/2015,12/31/2015,3/31/2016,0.237,15.866,4.382,15.51,0.385,0.326,4.253,1.34%,SWKS
45911,9/30/2015,12/31/2015,4/30/2016,0.237,13.609,3.761,13.312,0.385,0.326,3.65,1.56%,SWKS
45911,9/30/2015,3/31/2016,5/31/2016,0.239,12.988,3.743,13.307,0.38,0.319,3.584,1.56%,SWKS
45911,9/30/2015,3/31/2016,6/30/2016,0.239,12.311,3.548,12.613,0.38,0.319,3.397,1.64%,SWKS
45911,9/30/2015,3/31/2016,7/31/2016,0.239,12.844,3.649,12.97,0.38,0.319,3.493,1.58%,SWKS
45911,9/30/2015,6/30/2016,8/31/2016,0.296,14.824,4.209,16.07,0.364,0.296,3.994,1.50%,SWKS
45911,9/30/2015,6/30/2016,9/30/2016,0.296,15.077,4.22,16.11,0.364,0.296,4.004,1.47%,SWKS
45911,9/30/2015,6/30/2016,10/31/2016,0.296,15.236,4.264,16.279,0.364,0.296,4.046,1.46%,SWKS
45911,9/30/2016,9/30/2016,11/30/2016,0.252,14.836,4.342,13.033,0.364,0.297,4.032,1.46%,SWKS
45911,9/30/2016,9/30/2016,12/31/2016,0.252,14.413,4.195,12.592,0.364,0.297,3.896,1.50%,SWKS
45911,9/30/2016,9/30/2016,1/31/2017,0.252,17.71,5.158,15.483,0.364,0.297,4.79,1.22%,SWKS
45911,9/30/2016,12/31/2016,2/28/2017,0.265,20.002,5.351,14.067,0.35,0.255,4.79,1.18%,SWKS
45911,9/30/2016,12/31/2016,3/31/2017,0.265,20.671,5.517,14.505,0.35,0.255,4.939,1.14%,SWKS
45911,9/30/2016,12/31/2016,4/30/2017,0.265,21.042,5.617,14.767,0.35,0.255,5.028,1.12%,SWKS
45911,9/30/2016,3/31/2017,5/31/2017,0.21,21.899,5.857,14.792,0.353,0.257,5.179,1.05%,SWKS
45911,9/30/2016,3/31/2017,6/30/2017,0.21,19.743,5.257,13.276,0.353,0.257,4.648,1.17%,SWKS
45911,9/30/2016,3/31/2017,7/31/2017,0.21,21.578,5.747,14.513,0.353,0.257,5.082,1.07%,SWKS
45911,9/30/2016,6/30/2017,8/31/2017,0.221,20.223,5.528,12.898,0.363,0.269,4.967,1.21%,SWKS
45911,9/30/2016,6/30/2017,9/30/2017,0.221,19.559,5.309,12.388,0.363,0.269,4.77,1.26%,SWKS
45911,9/30/2016,6/30/2017,10/31/2017,0.221,21.854,5.932,13.842,0.363,0.269,5.33,1.12%,SWKS
45911,9/30/2017,9/30/2017,11/30/2017,0.218,19.36,5.255,13.041,0.359,0.265,4.709,1.22%,SWKS
45911,9/30/2017,9/30/2017,12/31/2017,0.218,17.551,4.743,11.771,0.359,0.265,4.25,1.35%,SWKS
45911,9/30/2017,9/30/2017,1/31/2018,0.218,17.969,4.858,12.057,0.359,0.265,4.353,1.32%,SWKS
45911,9/30/2017,12/31/2017,2/28/2018,0.225,24.773,5.262,14.92,0.369,0.213,5.111,1.17%,SWKS
45911,9/30/2017,12/31/2017,3/31/2018,0.225,22.735,4.819,13.664,0.369,0.213,4.681,1.28%,SWKS
45911,9/30/2017,12/31/2017,4/30/2018,0.225,19.673,4.169,11.822,0.369,0.213,4.05,1.48%,SWKS
45911,9/30/2017,3/31/2018,5/31/2018,0.223,20.981,4.663,11.7,0.36,0.223,4.411,1.30%,SWKS
45911,9/30/2017,3/31/2018,6/30/2018,0.223,20.564,4.51,11.318,0.36,0.223,4.267,1.32%,SWKS
45911,9/30/2017,3/31/2018,7/31/2018,0.223,20.123,4.396,11.032,0.36,0.223,4.159,1.35%,SWKS
45911,9/30/2017,6/30/2018,8/31/2018,0.235,18.444,4.251,11.053,0.351,0.229,4.002,1.66%,SWKS
45911,9/30/2017,6/30/2018,9/30/2018,0.235,18.325,4.107,10.68,0.351,0.229,3.867,1.68%,SWKS
45911,9/30/2017,6/30/2018,10/31/2018,0.235,17.527,3.928,10.215,0.351,0.229,3.699,1.75%,SWKS
45911,9/30/2018,9/30/2018,11/30/2018,0.256,14.525,3.34,10.248,0.345,0.224,3.142,2.09%,SWKS
45911,9/30/2018,9/30/2018,12/31/2018,0.256,13.377,3.017,9.256,0.345,0.224,2.838,2.27%,SWKS
45911,9/30/2018,9/30/2018,1/31/2019,0.256,14.579,3.287,10.085,0.345,0.224,3.092,2.08%,SWKS
45911,9/30/2018,12/31/2018,2/28/2019,0.346,13.066,3.752,9.811,0.334,0.28,3.52,1.86%,SWKS
45911,9/30/2018,12/31/2018,3/31/2019,0.346,13.197,3.76,9.832,0.334,0.28,3.527,1.84%,SWKS
45911,9/30/2018,12/31/2018,4/30/2019,0.346,14.109,4.02,10.511,0.334,0.28,3.771,1.72%,SWKS
45911,9/30/2018,3/31/2019,5/31/2019,0.286,11.142,3.122,9.536,0.327,0.263,2.82,2.28%,SWKS
45911,9/30/2018,3/31/2019,6/30/2019,0.286,12.921,3.598,10.988,0.327,0.263,3.249,1.97%,SWKS
45911,9/30/2018,3/31/2019,7/31/2019,0.286,14.261,3.971,12.127,0.327,0.263,3.586,1.78%,SWKS
45911,9/30/2018,6/30/2019,8/31/2019,0.309,14.337,3.633,11.161,0.315,0.228,3.152,2.34%,SWKS
45911,9/30/2018,6/30/2019,9/30/2019,0.309,15.095,3.79,11.645,0.315,0.228,3.289,2.22%,SWKS
45911,9/30/2018,6/30/2019,10/31/2019,0.309,17.345,4.355,13.38,0.315,0.228,3.779,1.93%,SWKS
45911,9/30/2019,9/30/2019,11/30/2019,0.307,20.102,4.96,12.248,0.292,0.207,4.05,1.79%,SWKS
45911,9/30/2019,9/30/2019,12/31/2019,0.307,24.72,6.103,15.072,0.292,0.207,4.984,1.46%,SWKS
45911,9/30/2019,9/30/2019,1/31/2020,0.307,23.139,5.702,14.08,0.292,0.207,4.656,1.56%,SWKS
45911,9/30/2019,12/31/2019,2/29/2020,0.207,20.958,5.164,14.009,0.284,0.202,3.995,1.76%,SWKS
45911,9/30/2019,12/31/2019,3/31/2020,0.207,18.699,4.535,12.304,0.284,0.202,3.508,1.97%,SWKS
45911,9/30/2019,12/31/2019,4/30/2020,0.207,21.732,5.25,14.243,0.284,0.202,4.061,1.69%,SWKS
45911,9/30/2019,3/31/2020,5/31/2020,0.277,25.714,6.073,15.153,0.27,0.191,4.774,1.48%,SWKS
45911,9/30/2019,3/31/2020,6/30/2020,0.277,27.735,6.561,16.371,0.27,0.191,5.157,1.38%,SWKS
45911,9/30/2019,3/31/2020,7/31/2020,0.277,31.579,7.467,18.632,0.27,0.191,5.87,1.21%,SWKS
45911,9/30/2019,6/30/2020,8/31/2020,0.196,31.835,7.499,17.863,0.258,0.187,5.785,1.38%,SWKS
45911,9/30/2019,6/30/2020,9/30/2020,0.196,31.978,7.533,17.943,0.258,0.187,5.811,1.37%,SWKS
45911,9/30/2019,6/30/2020,10/31/2020,0.196,31.053,7.221,17.201,0.258,0.187,5.571,1.42%,SWKS
45911,9/30/2020,9/30/2020,11/30/2020,0.173,29.41,6.987,19.465,0.259,0.196,5.611,1.42%,SWKS
45911,9/30/2020,9/30/2020,12/31/2020,0.173,31.85,7.513,20.93,0.259,0.196,6.033,1.31%,SWKS
45911,9/30/2020,9/30/2020,1/31/2021,0.173,35.26,8.317,23.171,0.259,0.196,6.679,1.18%,SWKS
45911,9/30/2020,12/31/2020,2/28/2021,0.175,28.047,7.387,22.71,0.313,0.254,6.642,1.12%,SWKS
45911,9/30/2020,12/31/2020,3/31/2021,0.175,28.94,7.631,23.459,0.313,0.254,6.861,1.09%,SWKS
45911,9/30/2020,12/31/2020,4/30/2021,0.175,28.601,7.541,23.185,0.313,0.254,6.781,1.10%,SWKS
45911,9/30/2020,3/31/2021,5/31/2021,0.156,23.513,6.415,17.255,0.341,0.286,5.956,1.18%,SWKS
45911,9/30/2020,3/31/2021,6/30/2021,0.156,26.521,7.235,19.463,0.341,0.286,6.718,1.04%,SWKS
45911,9/30/2020,3/31/2021,7/31/2021,0.156,25.52,6.964,18.734,0.341,0.286,6.466,1.08%,SWKS
45911,9/30/2020,6/30/2021,8/31/2021,0.158,21.634,6.372,18.466,0.362,0.325,6.056,1.22%,SWKS
45911,9/30/2020,6/30/2021,9/30/2021,0.158,19.432,5.723,16.586,0.362,0.325,5.439,1.36%,SWKS
45911,9/30/2020,6/30/2021,10/31/2021,0.158,19.709,5.859,16.98,0.362,0.325,5.569,1.34%,SWKS
45911,9/30/2021,9/30/2021,11/30/2021,0.195,16.907,4.909,14.155,0.308,0.316,4.718,1.48%,SWKS
45911,9/30/2021,9/30/2021,12/31/2021,0.195,17.295,4.995,14.402,0.308,0.316,4.801,1.44%,SWKS
45911,9/30/2021,9/30/2021,1/31/2022,0.195,16.334,4.703,13.561,0.308,0.316,4.52,1.53%,SWKS
45911,9/30/2021,12/31/2021,2/28/2022,0.209,16.607,4.435,12.127,0.306,0.286,4.248,1.62%,SWKS
45911,9/30/2021,12/31/2021,3/31/2022,0.209,16.019,4.225,11.553,0.306,0.286,4.047,1.68%,SWKS
45911,9/30/2021,12/31/2021,4/30/2022,0.209,13.618,3.568,9.758,0.306,0.286,3.418,1.98%,SWKS
45911,9/30/2021,3/31/2022,5/31/2022,0.241,13.212,3.322,10.646,0.283,0.269,3.377,2.06%,SWKS
45911,9/30/2021,3/31/2022,6/30/2022,0.241,11.243,2.827,9.059,0.283,0.269,2.873,2.42%,SWKS
45911,9/30/2021,3/31/2022,7/31/2022,0.241,13.214,3.313,10.615,0.283,0.269,3.367,2.06%,SWKS
45911,9/30/2021,6/30/2022,8/31/2022,0.356,12.506,2.934,9.966,0.265,0.249,2.986,2.52%,SWKS
45911,9/30/2021,6/30/2022,9/30/2022,0.356,10.821,2.515,8.544,0.265,0.249,2.56,2.91%,SWKS
45911,9/30/2021,6/30/2022,10/31/2022,0.356,10.915,2.537,8.618,0.265,0.249,2.583,2.88%,SWKS
45911,9/30/2022,9/30/2022,11/30/2022,0.402,12.243,2.792,10.75,0.259,0.236,2.79,2.59%,SWKS
45911,9/30/2022,9/30/2022,12/31/2022,0.402,11.668,2.643,10.177,0.259,0.236,2.641,2.72%,SWKS
45911,9/30/2022,9/30/2022,1/31/2023,0.402,14.042,3.178,12.238,0.259,0.236,3.176,2.26%,SWKS
45911,9/30/2022,12/31/2022,2/28/2023,0.383,15.221,3.344,10.974,0.251,0.222,3.196,2.22%,SWKS
45911,9/30/2022,12/31/2022,3/31/2023,0.383,16.095,3.541,11.621,0.251,0.222,3.384,2.10%,SWKS
45911,9/30/2022,12/31/2022,4/30/2023,0.383,14.447,3.178,10.431,0.251,0.222,3.038,2.34%,SWKS
45911,9/30/2022,3/31/2023,5/31/2023,0.305,14.937,3.216,10.075,0.238,0.207,2.874,2.40%,SWKS
45911,9/30/2022,3/31/2023,6/30/2023,0.305,15.973,3.44,10.777,0.238,0.207,3.074,2.24%,SWKS
45911,9/30/2022,3/31/2023,7/31/2023,0.305,16.504,3.555,11.135,0.238,0.207,3.176,2.17%,SWKS
45911,9/30/2022,6/30/2023,8/31/2023,0.334,16.755,3.494,10.035,0.223,0.189,2.949,2.50%,SWKS
45911,9/30/2022,6/30/2023,9/30/2023,0.334,15.191,3.17,9.104,0.223,0.189,2.675,2.76%,SWKS
45911,9/30/2022,6/30/2023,10/31/2023,0.334,13.365,2.789,8.01,0.223,0.189,2.354,3.14%,SWKS
45911,9/30/2023,9/30/2023,11/30/2023,0.387,15.812,3.249,8.352,0.211,0.17,2.545,2.81%,SWKS
45911,9/30/2023,9/30/2023,12/31/2023,0.387,18.339,3.768,9.687,0.211,0.17,2.952,2.42%,SWKS
46181,6/30/2009,9/30/2009,1/31/2010,0.27,27.152,5.824,25.687,0.125,0.16,3.797,5.58%,EPHC
46181,6/30/2009,12/31/2009,2/28/2010,0.21,30.758,5.568,33.467,0.194,0.15,4.62,4.93%,EPHC
46181,6/30/2009,12/31/2009,3/31/2010,0.21,34.212,6.361,38.231,0.194,0.15,5.277,4.43%,EPHC
46181,6/30/2009,12/31/2009,4/30/2010,0.21,39.152,7.279,43.751,0.194,0.15,6.039,3.87%,EPHC
46181,6/30/2009,3/31/2010,5/31/2010,0.203,25.783,5.593,33.55,0.28,0.21,5.167,4.22%,EPHC
46181,6/30/2009,3/31/2010,6/30/2010,0.203,26.674,5.788,34.724,0.28,0.21,5.347,4.07%,EPHC
46181,6/30/2009,3/31/2010,7/31/2010,0.203,27.065,5.873,35.233,0.28,0.21,5.426,4.02%,EPHC
46181,6/30/2010,6/30/2010,8/31/2010,0.199,19.058,4.232,15.89,0.32,0.221,4.06,5.05%,EPHC
46181,6/30/2010,6/30/2010,9/30/2010,0.199,24.769,5.498,20.645,0.32,0.221,5.275,3.88%,EPHC
46181,6/30/2010,6/30/2010,10/31/2010,0.199,25.635,5.696,21.388,0.32,0.221,5.465,3.75%,EPHC
46181,6/30/2010,9/30/2010,11/30/2010,0.201,28.625,6.423,23.325,0.355,0.243,6.189,5.93%,EPHC
46181,6/30/2010,9/30/2010,12/31/2010,0.201,27.732,6.235,22.641,0.355,0.243,6.008,6.12%,EPHC
46181,6/30/2010,9/30/2010,1/31/2011,0.201,26.536,5.966,21.664,0.355,0.243,5.749,6.66%,EPHC
46181,6/30/2010,12/31/2010,2/28/2011,0.148,18.952,5.926,21.262,0.388,0.352,6.857,6.29%,EPHC
46181,6/30/2010,12/31/2010,3/31/2011,0.148,19.012,6.062,21.75,0.388,0.352,7.014,6.27%,EPHC
46181,6/30/2010,12/31/2010,4/30/2011,0.148,20.892,6.661,23.9,0.388,0.352,7.707,5.71%,EPHC
46181,6/30/2010,3/31/2011,5/31/2011,0.153,19.988,6.126,22.643,0.408,0.357,6.968,5.90%,EPHC
46181,6/30/2010,3/31/2011,6/30/2011,0.153,21.25,6.514,24.08,0.408,0.357,7.41,5.55%,EPHC
46181,6/30/2010,3/31/2011,7/31/2011,0.153,23.095,7.08,26.171,0.408,0.357,8.054,5.10%,EPHC
46181,6/30/2011,6/30/2011,8/31/2011,0.148,16,4.922,18.649,0.443,0.368,5.629,6.65%,EPHC
46181,6/30/2011,6/30/2011,9/30/2011,0.148,14.591,4.477,16.964,0.443,0.368,5.12,7.30%,EPHC
46181,6/30/2011,6/30/2011,10/31/2011,0.148,22.075,6.768,25.642,0.443,0.368,7.739,5.21%,EPHC
46181,6/30/2011,9/30/2011,11/30/2011,0.208,25.082,7.587,27.664,0.488,0.395,8.62,4.40%,EPHC
46181,6/30/2011,9/30/2011,12/31/2011,0.208,22.918,6.945,25.323,0.488,0.395,7.89,4.81%,EPHC
46181,6/30/2011,9/30/2011,1/31/2012,0.208,24.546,7.438,27.123,0.488,0.395,8.451,4.49%,EPHC
46181,6/30/2011,12/31/2011,2/29/2012,0.105,30.06,7.298,20.7,0.518,0.33,10.679,4.29%,EPHC
46181,6/30/2011,12/31/2011,3/31/2012,0.105,28.771,7.074,20.064,0.518,0.33,10.351,4.48%,EPHC
46181,6/30/2011,12/31/2011,4/30/2012,0.105,32.53,7.998,22.685,0.518,0.33,11.703,3.96%,EPHC
46181,6/30/2011,3/31/2012,5/31/2012,0.103,24.978,6.353,21.262,0.518,0.364,9.367,4.66%,EPHC
46181,6/30/2011,3/31/2012,6/30/2012,0.103,24.761,6.315,21.134,0.518,0.364,9.31,4.70%,EPHC
46181,6/30/2011,3/31/2012,7/31/2012,0.103,22.913,5.844,19.557,0.518,0.364,8.615,5.08%,EPHC
