permno,adate,qdate,public_date,bm,pe_exi,ps,pcf,roa,roe,ptb,divyield,TICKER
10104,5/31/2009,11/30/2009,1/31/2010,0.252,20.052,4.976,13.353,0.232,0.232,4.145,0.87%,ORCL
10104,5/31/2009,11/30/2009,2/28/2010,0.252,21.435,5.323,14.285,0.232,0.232,4.434,0.81%,ORCL
10104,5/31/2009,11/30/2009,3/31/2010,0.252,22.357,5.556,14.911,0.232,0.232,4.628,0.78%,ORCL
10104,5/31/2009,2/28/2010,4/30/2010,0.233,23.096,5.381,15.909,0.227,0.218,4.515,0.77%,ORCL
10104,5/31/2009,2/28/2010,5/31/2010,0.233,20.152,4.692,13.871,0.227,0.218,3.937,0.89%,ORCL
10104,5/31/2009,2/28/2010,6/30/2010,0.233,19.161,4.461,13.189,0.227,0.218,3.743,0.93%,ORCL
10104,5/31/2010,5/31/2010,7/31/2010,0.275,19.537,4.43,13.687,0.222,0.216,3.805,0.85%,ORCL
10104,5/31/2010,5/31/2010,8/31/2010,0.275,18.054,4.093,12.645,0.222,0.216,3.516,0.92%,ORCL
10104,5/31/2010,5/31/2010,9/30/2010,0.275,22.19,5.033,15.549,0.222,0.216,4.323,0.75%,ORCL
10104,5/31/2010,8/31/2010,10/31/2010,0.296,23.504,5.046,16.86,0.222,0.222,4.551,0.68%,ORCL
10104,5/31/2010,8/31/2010,11/30/2010,0.296,21.636,4.667,15.594,0.222,0.222,4.209,0.74%,ORCL
10104,5/31/2010,8/31/2010,12/31/2010,0.296,25.04,5.403,18.053,0.222,0.222,4.873,0.64%,ORCL
10104,5/31/2010,11/30/2010,1/31/2011,0.254,24.265,5.058,17.876,0.224,0.225,4.655,0.62%,ORCL
10104,5/31/2010,11/30/2010,2/28/2011,0.254,24.924,5.204,18.392,0.224,0.225,4.79,0.61%,ORCL
10104,5/31/2010,11/30/2010,3/31/2011,0.254,25.328,5.288,18.688,0.224,0.225,4.867,0.60%,ORCL
10104,5/31/2010,2/28/2011,4/30/2011,0.222,23.973,5.297,18.293,0.229,0.242,4.923,0.67%,ORCL
10104,5/31/2010,2/28/2011,5/31/2011,0.222,22.813,5.049,17.433,0.229,0.242,4.691,0.70%,ORCL
10104,5/31/2010,2/28/2011,6/30/2011,0.222,21.94,4.853,16.758,0.229,0.242,4.51,0.73%,ORCL
10104,5/31/2011,5/31/2011,7/31/2011,0.23,18.311,4.349,13.813,0.228,0.241,3.889,0.79%,ORCL
10104,5/31/2011,5/31/2011,8/31/2011,0.23,16.808,3.98,12.643,0.228,0.241,3.559,0.86%,ORCL
10104,5/31/2011,5/31/2011,9/30/2011,0.23,17.21,4.07,12.929,0.228,0.241,3.64,0.84%,ORCL
10104,5/31/2011,8/31/2011,10/31/2011,0.288,18.619,4.53,12.897,0.235,0.251,4.043,0.73%,ORCL
10104,5/31/2011,8/31/2011,11/30/2011,0.288,17.813,4.323,12.307,0.235,0.251,3.858,0.77%,ORCL
10104,5/31/2011,8/31/2011,12/31/2011,0.288,14.574,3.532,10.057,0.235,0.251,3.153,0.94%,ORCL
10104,5/31/2011,11/30/2011,1/31/2012,0.266,15.586,3.863,10.799,0.232,0.245,3.382,0.85%,ORCL
10104,5/31/2011,11/30/2011,2/29/2012,0.266,16.163,3.969,11.095,0.232,0.245,3.475,0.82%,ORCL
10104,5/31/2011,11/30/2011,3/31/2012,0.266,16.11,3.953,11.05,0.232,0.245,3.461,0.82%,ORCL
10104,5/31/2011,2/29/2012,4/30/2012,0.294,15.474,3.955,10.864,0.232,0.244,3.412,0.82%,ORCL
10104,5/31/2011,2/29/2012,5/31/2012,0.294,13.932,3.511,9.644,0.232,0.244,3.028,0.91%,ORCL
10104,5/31/2011,2/29/2012,6/30/2012,0.294,15.632,3.921,10.771,0.232,0.244,3.382,0.81%,ORCL
10104,5/31/2012,5/31/2012,7/31/2012,0.337,15.408,3.972,10.729,0.224,0.239,3.371,0.80%,ORCL
10104,5/31/2012,5/31/2012,8/31/2012,0.337,16.148,4.119,11.126,0.224,0.239,3.496,0.76%,ORCL
10104,5/31/2012,5/31/2012,9/30/2012,0.337,16.051,4.084,11.032,0.224,0.239,3.466,0.76%,ORCL
10104,5/31/2012,8/31/2012,10/31/2012,0.283,15.386,4.056,10.704,0.226,0.24,3.457,0.77%,ORCL
10104,5/31/2012,8/31/2012,11/30/2012,0.283,15.928,4.137,10.917,0.226,0.24,3.526,0.75%,ORCL
10104,5/31/2012,8/31/2012,12/31/2012,0.283,16.495,4.272,11.273,0.226,0.24,3.641,0.72%,ORCL
10104,5/31/2012,11/30/2012,1/31/2013,0.281,16.75,4.516,12.423,0.228,0.246,3.911,0.68%,ORCL
10104,5/31/2012,11/30/2012,2/28/2013,0.281,16.151,4.34,11.94,0.228,0.246,3.759,0.70%,ORCL
10104,5/31/2012,11/30/2012,3/31/2013,0.281,15.25,4.091,11.254,0.228,0.246,3.543,0.74%,ORCL
10104,5/31/2012,2/28/2013,4/30/2013,0.268,15.247,4.146,11.228,0.223,0.245,3.553,0.73%,ORCL
10104,5/31/2012,2/28/2013,5/31/2013,0.268,15.712,4.225,11.441,0.223,0.245,3.621,0.71%,ORCL
10104,5/31/2012,2/28/2013,6/30/2013,0.268,14.284,3.841,10.402,0.223,0.245,3.291,0.78%,ORCL
10104,5/31/2013,5/31/2013,7/31/2013,0.286,14.314,4.029,10.532,0.216,0.247,3.342,1.48%,ORCL
10104,5/31/2013,5/31/2013,8/31/2013,0.286,14.097,3.968,10.372,0.216,0.247,3.292,1.51%,ORCL
10104,5/31/2013,5/31/2013,9/30/2013,0.286,14.677,4.066,10.628,0.216,0.247,3.373,1.45%,ORCL
10104,5/31/2013,8/31/2013,10/31/2013,0.299,14.44,4.085,10.285,0.22,0.254,3.506,1.43%,ORCL
10104,5/31/2013,8/31/2013,11/30/2013,0.299,15.211,4.304,10.834,0.22,0.254,3.694,1.36%,ORCL
10104,5/31/2013,8/31/2013,12/31/2013,0.299,16.491,4.604,11.591,0.22,0.254,3.952,1.25%,ORCL
10104,5/31/2013,11/30/2013,1/31/2014,0.274,15.769,4.419,10.921,0.214,0.253,3.81,1.30%,ORCL
10104,5/31/2013,11/30/2013,2/28/2014,0.274,16.714,4.684,11.575,0.214,0.253,4.038,1.23%,ORCL
10104,5/31/2013,11/30/2013,3/31/2014,0.274,17.483,4.858,12.004,0.214,0.253,4.187,1.17%,ORCL
10104,5/31/2013,2/28/2014,4/30/2014,0.255,17.176,4.809,12.129,0.213,0.254,4.077,1.17%,ORCL
10104,5/31/2013,2/28/2014,5/31/2014,0.255,17.655,4.943,12.467,0.213,0.254,4.191,1.14%,ORCL
10104,5/31/2013,2/28/2014,6/30/2014,0.255,17.029,4.764,12.014,0.213,0.254,4.039,1.18%,ORCL
10104,5/31/2014,5/31/2014,7/31/2014,0.251,16.971,4.701,12.059,0.207,0.238,3.817,1.19%,ORCL
10104,5/31/2014,5/31/2014,8/31/2014,0.251,17.45,4.834,12.399,0.207,0.238,3.925,1.16%,ORCL
10104,5/31/2014,5/31/2014,9/30/2014,0.251,16.084,4.432,11.369,0.207,0.238,3.599,1.25%,ORCL
10104,5/31/2014,8/31/2014,10/31/2014,0.257,16.271,4.495,11.268,0.205,0.245,3.654,1.23%,ORCL
10104,5/31/2014,8/31/2014,11/30/2014,0.257,17.671,4.881,12.238,0.205,0.245,3.969,1.13%,ORCL
10104,5/31/2014,8/31/2014,12/31/2014,0.257,18.738,5.129,12.859,0.205,0.245,4.17,1.07%,ORCL
10104,5/31/2014,11/30/2014,1/31/2015,0.255,17.454,4.738,12.044,0.199,0.238,3.869,1.15%,ORCL
10104,5/31/2014,11/30/2014,2/28/2015,0.255,18.258,4.957,12.599,0.199,0.238,4.047,1.10%,ORCL
10104,5/31/2014,11/30/2014,3/31/2015,0.255,17.979,4.854,12.338,0.199,0.238,3.964,1.11%,ORCL
10104,5/31/2014,2/28/2015,4/30/2015,0.251,18.251,5.277,14.125,0.19,0.232,4.261,1.38%,ORCL
10104,5/31/2014,2/28/2015,5/31/2015,0.251,18.197,4.89,13.09,0.19,0.232,3.949,1.38%,ORCL
10104,5/31/2014,2/28/2015,6/30/2015,0.251,16.862,4.499,12.044,0.19,0.232,3.633,1.49%,ORCL
10104,5/31/2015,5/31/2015,7/31/2015,0.26,18.072,4.531,12.08,0.17,0.207,3.531,1.50%,ORCL
10104,5/31/2015,5/31/2015,8/31/2015,0.26,16.783,4.207,11.218,0.17,0.207,3.279,1.62%,ORCL
10104,5/31/2015,5/31/2015,9/30/2015,0.26,16.344,4.03,10.745,0.17,0.207,3.141,1.66%,ORCL
10104,5/31/2015,8/31/2015,10/31/2015,0.297,18.15,4.35,12.302,0.164,0.198,3.517,1.54%,ORCL
10104,5/31/2015,8/31/2015,11/30/2015,0.297,18.21,4.365,12.343,0.164,0.198,3.529,1.54%,ORCL
10104,5/31/2015,8/31/2015,12/31/2015,0.297,17.07,4.03,11.399,0.164,0.198,3.259,1.64%,ORCL
10104,5/31/2015,11/30/2015,1/31/2016,0.28,17.457,4.071,11.823,0.154,0.192,3.322,1.65%,ORCL
10104,5/31/2015,11/30/2015,2/29/2016,0.28,17.683,4.124,11.976,0.154,0.192,3.365,1.63%,ORCL
10104,5/31/2015,11/30/2015,3/31/2016,0.28,19.668,4.53,13.157,0.154,0.192,3.697,1.47%,ORCL
10104,5/31/2015,2/29/2016,4/30/2016,0.3,19.635,4.452,11.72,0.147,0.186,3.606,1.51%,ORCL
10104,5/31/2015,2/29/2016,5/31/2016,0.3,19.803,4.489,11.82,0.147,0.186,3.637,1.49%,ORCL
10104,5/31/2015,2/29/2016,6/30/2016,0.3,20.163,4.541,11.956,0.147,0.186,3.679,1.47%,ORCL
10104,5/31/2016,5/31/2016,7/31/2016,0.286,19.826,4.567,12.477,0.139,0.184,3.566,1.46%,ORCL
10104,5/31/2016,5/31/2016,8/31/2016,0.286,19.913,4.587,12.531,0.139,0.184,3.582,1.46%,ORCL
10104,5/31/2016,5/31/2016,9/30/2016,0.286,18.976,4.353,11.892,0.139,0.184,3.399,1.53%,ORCL
10104,5/31/2016,8/31/2016,10/31/2016,0.28,18.295,4.241,11.616,0.142,0.193,3.325,1.56%,ORCL
10104,5/31/2016,8/31/2016,11/30/2016,0.28,19.138,4.436,12.151,0.142,0.193,3.479,1.49%,ORCL
10104,5/31/2016,8/31/2016,12/31/2016,0.28,18.31,4.241,11.615,0.142,0.193,3.325,1.56%,ORCL
10104,5/31/2016,11/30/2016,1/31/2017,0.294,19.284,4.419,11.616,0.138,0.189,3.395,1.50%,ORCL
10104,5/31/2016,11/30/2016,2/28/2017,0.294,20.476,4.692,12.335,0.138,0.189,3.605,1.41%,ORCL
10104,5/31/2016,11/30/2016,3/31/2017,0.294,21.447,4.93,12.958,0.138,0.189,3.788,1.34%,ORCL
10104,5/31/2016,2/28/2017,4/30/2017,0.289,21.308,4.943,13.816,0.133,0.189,3.655,1.69%,ORCL
10104,5/31/2016,2/28/2017,5/31/2017,0.289,21.512,4.99,13.948,0.133,0.189,3.69,1.67%,ORCL
10104,5/31/2016,2/28/2017,6/30/2017,0.289,23.763,5.542,15.49,0.133,0.189,4.098,1.52%,ORCL
10104,5/31/2017,5/31/2017,7/31/2017,0.289,22.593,5.475,14.622,0.126,0.183,3.802,1.52%,ORCL
10104,5/31/2017,5/31/2017,8/31/2017,0.289,22.774,5.518,14.739,0.126,0.183,3.833,1.51%,ORCL
10104,5/31/2017,5/31/2017,9/30/2017,0.289,21.878,5.348,14.285,0.126,0.183,3.715,1.57%,ORCL
10104,5/31/2017,8/31/2017,10/31/2017,0.267,22.423,5.556,14.337,0.125,0.192,3.796,1.49%,ORCL
10104,5/31/2017,8/31/2017,11/30/2017,0.267,21.612,5.355,13.819,0.125,0.192,3.659,1.55%,ORCL
10104,5/31/2017,8/31/2017,12/31/2017,0.267,20.828,5.119,13.209,0.125,0.192,3.498,1.61%,ORCL
10104,5/31/2017,11/30/2017,1/31/2018,0.275,22.333,5.505,14.647,0.126,0.188,3.823,1.47%,ORCL
10104,5/31/2017,11/30/2017,2/28/2018,0.275,21.935,5.407,14.385,0.126,0.188,3.754,1.50%,ORCL
10104,5/31/2017,11/30/2017,3/31/2018,0.275,19.805,4.815,12.809,0.126,0.188,3.343,1.66%,ORCL
10104,5/31/2017,2/28/2018,4/30/2018,0.23,55.024,4.749,12.272,0.125,0.065,3.901,1.66%,ORCL
10104,5/31/2017,2/28/2018,5/31/2018,0.23,56.289,4.858,12.554,0.125,0.065,3.991,1.63%,ORCL
10104,5/31/2017,2/28/2018,6/30/2018,0.23,53.084,4.468,11.546,0.125,0.065,3.671,1.72%,ORCL
10104,5/31/2018,5/31/2018,7/31/2018,0.245,52.978,4.766,12.337,0.125,0.076,4.146,1.59%,ORCL
10104,5/31/2018,5/31/2018,8/31/2018,0.245,53.978,4.856,12.57,0.125,0.076,4.224,1.56%,ORCL
10104,5/31/2018,5/31/2018,9/30/2018,0.245,57.289,4.903,12.694,0.125,0.076,4.266,1.47%,ORCL
10104,5/31/2018,8/31/2018,10/31/2018,0.206,54.267,4.687,11.903,0.122,0.072,4.86,1.56%,ORCL
10104,5/31/2018,8/31/2018,11/30/2018,0.206,54.178,4.679,11.884,0.122,0.072,4.852,1.56%,ORCL
10104,5/31/2018,8/31/2018,12/31/2018,0.206,50.167,4.105,10.426,0.122,0.072,4.257,1.68%,ORCL
10104,5/31/2018,11/30/2018,1/31/2019,0.173,50.737,4.57,11.83,0.122,0.082,5.897,1.51%,ORCL
10104,5/31/2018,11/30/2018,2/28/2019,0.173,52.657,4.743,12.278,0.122,0.082,6.12,1.46%,ORCL
10104,5/31/2018,11/30/2018,3/31/2019,0.173,54.253,4.654,12.046,0.122,0.082,6.004,1.42%,ORCL
10104,5/31/2018,2/28/2019,4/30/2019,0.132,20.342,4.802,12.786,0.127,0.262,7.974,1.74%,ORCL
10104,5/31/2018,2/28/2019,5/31/2019,0.132,18.603,4.391,11.693,0.127,0.262,7.292,1.90%,ORCL
10104,5/31/2018,2/28/2019,6/30/2019,0.132,20.945,4.825,12.85,0.127,0.262,8.014,1.69%,ORCL
10104,5/31/2019,5/31/2019,7/31/2019,0.13,18.956,4.754,12.907,0.137,0.327,8.518,1.71%,ORCL
10104,5/31/2019,5/31/2019,8/31/2019,0.13,17.529,4.396,11.935,0.137,0.327,7.876,1.84%,ORCL
10104,5/31/2019,5/31/2019,9/30/2019,0.13,18.529,4.572,12.414,0.137,0.327,8.193,1.74%,ORCL
10104,5/31/2019,8/31/2019,10/31/2019,0.107,17.749,4.525,12.934,0.146,0.383,9.703,1.76%,ORCL
10104,5/31/2019,8/31/2019,11/30/2019,0.107,18.287,4.662,13.326,0.146,0.383,9.997,1.71%,ORCL
10104,5/31/2019,8/31/2019,12/31/2019,0.107,17.257,4.299,12.289,0.146,0.383,9.219,1.81%,ORCL
10104,5/31/2019,11/30/2019,1/31/2020,0.086,16.651,4.25,12.195,0.154,0.461,10.81,1.83%,ORCL
10104,5/31/2019,11/30/2019,2/29/2020,0.086,15.702,4.008,11.5,0.154,0.461,10.194,1.94%,ORCL
10104,5/31/2019,11/30/2019,3/31/2020,0.086,15.343,3.85,11.048,0.154,0.461,9.793,1.99%,ORCL
10104,5/31/2019,2/29/2020,4/30/2020,0.091,16.71,4.201,11.977,0.163,0.54,11.735,1.81%,ORCL
10104,5/31/2019,2/29/2020,5/31/2020,0.091,16.962,4.264,12.158,0.163,0.54,11.912,1.79%,ORCL
10104,5/31/2019,2/29/2020,6/30/2020,0.091,17.435,4.265,12.161,0.163,0.54,11.915,1.74%,ORCL
10104,5/31/2020,5/31/2020,7/31/2020,0.073,18.003,4.355,12.951,0.153,0.593,14.045,1.73%,ORCL
10104,5/31/2020,5/31/2020,8/31/2020,0.073,18.578,4.494,13.364,0.153,0.593,14.494,1.68%,ORCL
10104,5/31/2020,5/31/2020,9/30/2020,0.073,19.383,4.601,13.681,0.153,0.593,14.837,1.61%,ORCL
10104,5/31/2020,8/31/2020,10/31/2020,0.055,17.589,4.308,12.904,0.168,0.679,17.8,1.71%,ORCL
10104,5/31/2020,8/31/2020,11/30/2020,0.055,18.094,4.431,13.274,0.168,0.679,18.311,1.66%,ORCL
10104,5/31/2020,8/31/2020,12/31/2020,0.055,20.279,4.856,14.547,0.168,0.679,20.066,1.48%,ORCL
10104,5/31/2020,11/30/2020,1/31/2021,0.046,18.257,4.515,12.738,0.169,0.808,22.472,1.59%,ORCL
10104,5/31/2020,11/30/2020,2/28/2021,0.046,19.489,4.82,13.598,0.169,0.808,23.989,1.49%,ORCL
10104,5/31/2020,11/30/2020,3/31/2021,0.046,21.199,5.135,14.487,0.169,0.808,25.557,1.37%,ORCL
10104,5/31/2020,2/28/2021,4/30/2021,0.09,18.132,5.506,14.908,0.168,1.173,13.015,1.69%,ORCL
10104,5/31/2020,2/28/2021,5/31/2021,0.09,18.837,5.72,15.489,0.168,1.173,13.521,1.63%,ORCL
10104,5/31/2020,2/28/2021,6/30/2021,0.09,18.622,5.476,14.826,0.168,1.173,12.942,1.64%,ORCL
10104,5/31/2021,5/31/2021,7/31/2021,0.059,19.152,6.01,15.314,0.151,1.09,18.569,1.47%,ORCL
10104,5/31/2021,5/31/2021,8/31/2021,0.059,19.589,6.148,15.664,0.151,1.09,18.993,1.44%,ORCL
10104,5/31/2021,5/31/2021,9/30/2021,0.059,19.149,5.884,14.993,0.151,1.09,18.179,1.47%,ORCL
10104,5/31/2021,8/31/2021,10/31/2021,0.059,20.369,6.422,17.114,0.158,1.18,20.018,1.33%,ORCL
10104,5/31/2021,8/31/2021,11/30/2021,0.059,19.265,6.074,16.186,0.158,1.18,18.933,1.41%,ORCL
10104,5/31/2021,8/31/2021,12/31/2021,0.059,18.516,5.702,15.197,0.158,1.18,17.775,1.47%,ORCL
10104,5/31/2021,11/30/2021,1/31/2022,0.059,23.322,5.235,21.134,0.157,0.814,16.542,1.58%,ORCL
10104,5/31/2021,11/30/2021,2/28/2022,0.059,21.83,4.9,19.783,0.157,0.814,15.484,1.68%,ORCL
10104,5/31/2021,11/30/2021,3/31/2022,0.059,23.773,5.332,21.525,0.157,0.814,16.848,1.55%,ORCL
10104,5/31/2021,2/28/2022,4/30/2022,0.059,27.909,4.682,18.838,0.158,0.506,14.948,1.74%,ORCL
10104,5/31/2021,2/28/2022,5/31/2022,0.059,27.346,4.588,18.458,0.158,0.506,14.646,1.78%,ORCL
10104,5/31/2021,2/28/2022,6/30/2022,0.059,26.567,4.452,17.911,0.158,0.506,14.211,1.83%,ORCL
10104,5/31/2022,5/31/2022,7/31/2022,,32.299,4.888,21.746,0.158,,,1.64%,ORCL
10104,5/31/2022,5/31/2022,8/31/2022,,30.768,4.656,20.715,0.158,,,1.73%,ORCL
10104,5/31/2022,5/31/2022,9/30/2022,,25.34,3.879,17.258,0.158,,,2.10%,ORCL
10104,5/31/2022,8/31/2022,10/31/2022,,37.176,4.766,19.963,0.169,,,1.64%,ORCL
10104,5/31/2022,8/31/2022,11/30/2022,,39.538,5.07,21.235,0.169,,,1.54%,ORCL
10104,5/31/2022,8/31/2022,12/31/2022,,38.924,4.991,20.906,0.169,,,1.57%,ORCL
10104,5/31/2022,11/30/2022,1/31/2023,,27.644,5.177,15.824,0.167,,,1.45%,ORCL
10104,5/31/2022,11/30/2022,2/28/2023,,27.313,5.115,15.634,0.167,,,1.46%,ORCL
10104,5/31/2022,11/30/2022,3/31/2023,,29.038,5.445,16.643,0.167,,,1.38%,ORCL
10104,5/31/2022,2/28/2023,4/30/2023,,31.158,5.332,16.495,0.162,,,1.69%,ORCL
10104,5/31/2022,2/28/2023,5/31/2023,,34.849,5.964,18.449,0.162,,,1.51%,ORCL
10104,5/31/2022,2/28/2023,6/30/2023,,39.174,6.74,20.85,0.162,,,1.34%,ORCL
10104,5/31/2023,5/31/2023,7/31/2023,0.024,38.186,6.37,18.537,0.162,,46.485,1.36%,ORCL
10104,5/31/2023,5/31/2023,8/31/2023,0.024,39.215,6.541,19.037,0.162,,47.738,1.33%,ORCL
10104,5/31/2023,5/31/2023,9/30/2023,0.024,34.502,5.808,16.904,0.162,,42.389,1.51%,ORCL
10104,5/31/2023,8/31/2023,10/31/2023,0.023,30.774,5.558,15.962,0.155,0.976,37.021,1.55%,ORCL
10104,5/31/2023,8/31/2023,11/30/2023,0.023,34.586,6.247,17.94,0.155,0.976,41.608,1.38%,ORCL
10104,5/31/2023,8/31/2023,12/31/2023,0.023,31.378,5.687,16.332,0.155,0.976,37.88,1.52%,ORCL
10107,6/30/2009,9/30/2009,1/31/2010,0.181,18.299,4.39,11.351,0.314,0.381,5.975,1.85%,MSFT
10107,6/30/2009,12/31/2009,2/28/2010,0.166,15.84,4.284,11.996,0.332,0.427,5.63,1.81%,MSFT
10107,6/30/2009,12/31/2009,3/31/2010,0.166,16.181,4.372,12.243,0.332,0.427,5.746,1.78%,MSFT
10107,6/30/2009,12/31/2009,4/30/2010,0.166,16.87,4.56,12.767,0.332,0.427,5.992,1.70%,MSFT
10107,6/30/2009,3/31/2010,5/31/2010,0.181,13.368,3.797,10.135,0.321,0.425,4.859,2.02%,MSFT
10107,6/30/2009,3/31/2010,6/30/2010,0.181,11.922,3.344,8.925,0.321,0.425,4.279,2.26%,MSFT
10107,6/30/2009,3/31/2010,7/31/2010,0.181,13.373,3.751,10.011,0.321,0.425,4.799,2.01%,MSFT
10107,6/30/2010,6/30/2010,8/31/2010,0.233,11.174,3.25,8.435,0.325,0.436,4.376,2.22%,MSFT
10107,6/30/2010,6/30/2010,9/30/2010,0.233,11.662,3.356,8.71,0.325,0.436,4.519,2.12%,MSFT
10107,6/30/2010,6/30/2010,10/31/2010,0.233,12.698,3.651,9.477,0.325,0.436,4.916,1.95%,MSFT
10107,6/30/2010,9/30/2010,11/30/2010,0.226,10.887,3.286,8.26,0.353,0.46,4.551,2.53%,MSFT
10107,6/30/2010,9/30/2010,12/31/2010,0.226,12.03,3.566,8.965,0.353,0.46,4.939,2.29%,MSFT
10107,6/30/2010,9/30/2010,1/31/2011,0.226,11.95,3.543,8.905,0.353,0.46,4.906,2.31%,MSFT
10107,6/30/2010,12/31/2010,2/28/2011,0.21,11.311,3.349,8.801,0.338,0.445,4.529,2.41%,MSFT
10107,6/30/2010,12/31/2010,3/31/2011,0.21,10.804,3.21,8.435,0.338,0.445,4.341,2.52%,MSFT
10107,6/30/2010,12/31/2010,4/30/2011,0.21,11.03,3.278,8.613,0.338,0.445,4.433,2.47%,MSFT
10107,6/30/2010,3/31/2011,5/31/2011,0.255,9.925,3.074,7.912,0.335,0.459,3.86,2.56%,MSFT
10107,6/30/2010,3/31/2011,6/30/2011,0.255,10.317,3.174,8.17,0.335,0.459,3.986,2.46%,MSFT
10107,6/30/2010,3/31/2011,7/31/2011,0.255,10.873,3.346,8.612,0.335,0.459,4.202,2.34%,MSFT
10107,6/30/2011,6/30/2011,8/31/2011,0.269,9.888,3.186,8.256,0.305,0.441,3.807,2.41%,MSFT
10107,6/30/2011,6/30/2011,9/30/2011,0.269,9.253,2.993,7.754,0.305,0.441,3.576,2.57%,MSFT
10107,6/30/2011,6/30/2011,10/31/2011,0.269,9.9,3.203,8.299,0.305,0.441,3.827,2.40%,MSFT
10107,6/30/2011,9/30/2011,11/30/2011,0.289,9.302,3.026,7.884,0.306,0.447,3.561,3.13%,MSFT
10107,6/30/2011,9/30/2011,12/31/2011,0.289,9.44,3.063,7.981,0.306,0.447,3.605,3.08%,MSFT
10107,6/30/2011,9/30/2011,1/31/2012,0.289,10.738,3.484,9.078,0.306,0.447,4.1,2.71%,MSFT
10107,6/30/2011,12/31/2011,2/29/2012,0.3,11.5,3.696,9.193,0.293,0.421,4.085,2.52%,MSFT
10107,6/30/2011,12/31/2011,3/31/2012,0.3,11.687,3.76,9.353,0.293,0.421,4.155,2.48%,MSFT
10107,6/30/2011,12/31/2011,4/30/2012,0.3,11.6,3.733,9.284,0.293,0.421,4.125,2.50%,MSFT
10107,6/30/2011,3/31/2012,5/31/2012,0.259,10.653,3.358,8.204,0.286,0.391,3.497,2.74%,MSFT
10107,6/30/2011,3/31/2012,6/30/2012,0.259,11.164,3.51,8.577,0.286,0.391,3.656,2.62%,MSFT
10107,6/30/2011,3/31/2012,7/31/2012,0.259,10.755,3.383,8.265,0.286,0.391,3.524,2.71%,MSFT
10107,6/30/2012,6/30/2012,8/31/2012,0.266,15.41,3.505,8.17,0.267,0.268,3.785,2.60%,MSFT
10107,6/30/2012,6/30/2012,9/30/2012,0.266,14.88,3.4,7.925,0.267,0.268,3.672,2.69%,MSFT
10107,6/30/2012,6/30/2012,10/31/2012,0.266,14.27,3.258,7.595,0.267,0.268,3.519,2.80%,MSFT
10107,6/30/2012,9/30/2012,11/30/2012,0.283,14.386,3.096,7.085,0.253,0.238,3.153,3.46%,MSFT
10107,6/30/2012,9/30/2012,12/31/2012,0.283,14.438,3.091,7.074,0.253,0.238,3.148,3.44%,MSFT
10107,6/30/2012,9/30/2012,1/31/2013,0.283,14.838,3.178,7.272,0.253,0.238,3.236,3.35%,MSFT
10107,6/30/2012,12/31/2012,2/28/2013,0.335,15.275,3.193,7.626,0.246,0.225,3.106,3.31%,MSFT
10107,6/30/2012,12/31/2012,3/31/2013,0.335,15.717,3.275,7.821,0.246,0.225,3.186,3.22%,MSFT
10107,6/30/2012,12/31/2012,4/30/2013,0.335,18.187,3.79,9.053,0.246,0.225,3.687,2.78%,MSFT
10107,6/30/2012,3/31/2013,5/31/2013,0.331,18.083,3.834,9.522,0.256,0.231,3.684,2.64%,MSFT
10107,6/30/2012,3/31/2013,6/30/2013,0.331,17.899,3.785,9.4,0.256,0.231,3.636,2.66%,MSFT
10107,6/30/2012,3/31/2013,7/31/2013,0.331,16.497,3.489,8.666,0.256,0.231,3.353,2.89%,MSFT
10107,6/30/2013,6/30/2013,8/31/2013,0.28,12.946,3.574,9.649,0.234,0.294,3.45,2.75%,MSFT
10107,6/30/2013,6/30/2013,9/30/2013,0.28,12.899,3.568,9.633,0.234,0.294,3.444,2.76%,MSFT
10107,6/30/2013,6/30/2013,10/31/2013,0.28,13.723,3.797,10.251,0.234,0.294,3.665,2.60%,MSFT
10107,6/30/2013,9/30/2013,11/30/2013,0.302,14.175,3.961,11.148,0.247,0.296,3.795,2.94%,MSFT
10107,6/30/2013,9/30/2013,12/31/2013,0.302,13.907,3.863,10.874,0.247,0.296,3.702,2.99%,MSFT
10107,6/30/2013,9/30/2013,1/31/2014,0.302,14.067,3.908,11,0.247,0.296,3.745,2.96%,MSFT
10107,6/30/2013,12/31/2013,2/28/2014,0.282,14.137,3.811,11.282,0.241,0.287,3.635,2.92%,MSFT
10107,6/30/2013,12/31/2013,3/31/2014,0.282,15.125,4.058,12.012,0.241,0.287,3.87,2.73%,MSFT
10107,6/30/2013,12/31/2013,4/30/2014,0.282,14.908,4,11.84,0.241,0.287,3.815,2.77%,MSFT
10107,6/30/2013,3/31/2014,5/31/2014,0.265,15.333,4.058,11.816,0.222,0.271,3.768,2.74%,MSFT
10107,6/30/2013,3/31/2014,6/30/2014,0.265,15.618,4.122,12.004,0.222,0.271,3.828,2.69%,MSFT
10107,6/30/2013,3/31/2014,7/31/2014,0.265,16.165,4.267,12.426,0.222,0.271,3.963,2.59%,MSFT
10107,6/30/2014,6/30/2014,8/31/2014,0.269,17.274,4.33,11.614,0.202,0.255,4.046,2.47%,MSFT
10107,6/30/2014,6/30/2014,9/30/2014,0.269,17.627,4.427,11.874,0.202,0.255,4.137,2.42%,MSFT
10107,6/30/2014,6/30/2014,10/31/2014,0.269,17.852,4.477,12.007,0.202,0.255,4.183,2.39%,MSFT
